  -2.0936658      -4.5722771       2.6432588    
  -1.9566380      -1.9118670     -0.51582932    
 -0.49659935      -2.5490527     -0.33261743    
   1.3275576     -0.18116890      7.12001696E-02
  0.41193405     -6.92775846E-02 -0.79338866    
  -5.1573138       5.0431476      0.58967233    
  0.17824309      -1.1226852       1.2852221    
   6.8397431      -1.5466024       5.6974874    
   6.7804379      0.66603965       1.7646935    
  -1.6860951     -0.39623836     -0.89221346    
  0.10489615       2.4762356      -1.3354249    
  0.43441206     -0.23867397      -2.0885706    
   1.1249137       1.2429603       2.6205597    
  0.34656918     -0.78363615      0.36652660    
  -1.5893455      0.19650781       1.4005611    
  -1.8320715      -1.2276478      -3.4530940    
  -1.0466691       1.6510699      -2.7516816    
 -0.34631789       2.8033941     -0.59058195    
   1.7836179      -4.6783404      0.60256171    
  0.90827763      -1.3025863       1.1526607    
   4.4412055       4.3040328      -3.1246846    
  -2.2162001      -1.3074203     -3.97384316E-02
 -0.99352467     -0.95655435      0.67902482    
 -0.37761128      -1.1505227      0.32422125    
  0.26832688      -1.4770654       1.7635726    
 -0.62889504      -2.4254017     -0.21601896    
   1.5688086       3.2825341      -1.2215548    
  -2.3360357       2.0786915      0.29416519    
   1.6490633     -0.43767175     -0.98288339    
  -1.0068669      -1.3202453      -1.5671666    
  -1.1670690      -1.7604823      0.80762577    
  -1.6541423     -0.87747359       1.6083864    
   2.3751173       1.7530695      0.64593530    
  0.57029706       2.7384627      0.10636497    
  -1.4312404      4.96310331E-02  -1.6228982    
  -4.1277556     -0.33987832     -0.77813107    
 -0.76136380       1.1680653      0.73798323    
  -1.1162236     -0.39488250      -3.7719557    
   1.3640312       2.3107841       1.9182686    
  -1.8049061     -0.72513515      -2.1191192    
 -0.25646099      -2.3480074      -1.1164303    
   2.2563698       2.3840230      -2.1024778    
  -1.6670817      -1.1199926       2.2756557    
  -1.8589140       2.7094092     -0.33526060    
   1.4201115     -0.15310183     -0.75303382    
   1.0909874       1.9708357       1.3099059    
   2.2696784       2.0837822       1.9664429    
   4.6213107       1.1921864      -2.0265102    
   1.5651541      -1.8333743      -1.1356111    
   1.3656057     -0.12883802       1.6353738    
 -0.79775792     -0.65210235     -0.38098556    
  0.76232034       1.5312495       1.4668368    
   2.8805871     -5.81693016E-02  -2.5186009    
   2.1985118      0.50906807      -7.5545340    
  0.44578388      0.49024478      8.18365812E-02
 -7.97824636E-02  0.16882022      3.76194902E-02
  -1.6807384     -0.50583661      -3.5878160    
  -4.6822023     -0.94594425       3.2744813    
  -3.2154396     -6.37616068E-02 -0.28462642    
   1.9798691       2.5390570      -2.7501831    
   1.9989508     -0.15289710     -0.91224986    
 -0.22047463     -0.68199921      -3.1790941    
   1.5947294       2.0916173      -1.4920100    
  -3.2274139      0.83805567      -2.5802052    
   2.2640560       1.7946982     -0.94069982    
  -1.1730074     -0.30752444      0.80447650    
  -1.0512112       1.2535570      0.13836154    
  0.29416060      0.25593570       3.0454466    
 -0.29610872      0.57700628       1.2302641    
 -0.88819158      0.42132124       1.7021261    
   1.7579309       1.2538570      -1.1735036    
  0.10096463     -0.19250907      0.20395134    
 -0.29154995      -1.5712771      -3.0559657    
 -0.55273545     -0.91159755      -1.2760171    
 -0.50628823     -0.23546275       1.3538958    
  0.44255921      -1.3352276       1.2196016    
  0.83101732      0.57278371       2.8439183    
  -1.5470823      0.91414273     -0.85116279    
   1.7689692       1.9868324     -0.31622154    
 -0.15805578     -0.49656430      0.65742564    
 -0.22839008      -3.9264667       6.1973748    
   2.0398004       2.4766066      0.44499046    
  0.58614904      -3.2016115      -2.7106395    
  0.81861311      -1.3280047      0.98458213    
 -0.65513361      -1.9652795      0.13443372    
   2.5596840      0.68391305      0.58697176    
 -0.30313212       1.5717468     -0.11455736    
  0.84394926       1.9438474      -2.0250714    
  -2.7548537      -1.3424598      0.39541417    
 -0.51163191     -0.20133175      -1.9005582    
   5.5295849       5.3890610      -7.1043468    
  -2.3177245       1.0125377       1.4971795    
  0.84220958      0.18860890       2.4167972    
  -2.1365490     -0.94786817       3.1078565    
   3.1931939      0.48030365      0.12868749    
  0.68490005     -0.92516536      0.30221674    
  0.52978104       3.5342352       3.4576559    
  0.23565331      0.80034196       2.6764042    
   1.0370932     -0.70335644       3.2046301    
  0.84082574      -2.5913267      -2.3470070    
